user_story, estimated_story_points
"As a MedicalCaregiver, I want to have ALFRED to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.",5
"As an OlderPerson, I want to games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.",3
"As a MedicalCaregiver, I want to control if the user does the exercise correct.",3
"As a MedicalCaregiver, I want to have a regular summary on how much exercise is performed by the user.",3
"As an InformalCaregiver, I want to have a game that the carer could play together with the user, so that it would enable to monitor the users’ state of health but also have some fun time.",3
"As a MedicalCaregiver, I want to have ALFRED to propose training that promotes complex thinking.",3
"As a MedicalCaregiver, I want to give corrective feedback if exercises are performed wrong, too much or in any other way harmful to the user.",3
"As a developer, I want to present my app to as many people as Possible.",2
"As a developer, I want to have the accounting to be as simple and clear as Possible.",3
"As a developer, I want to easily create and to maintain my apps within the market place.",3
"As a developer, I want to enable customers to provide feedback about my App and need an easy way to watch this feedback.",3
"As a developer, I want to have an easy way to manage the pricing modality of my Apps.",3
"As a developer, I want to have the API to be well defined and well documented.",5
"As a developer, I want to obtain Apps development support.",2
"As a developer, I want to know the fees the provider of the market place charges for using the platform.",1
"As a developer, I want to be notified as soon as possible when the state of any of my Apps changes.",3
"As a developer, I want to have detailed information of what happened when my App crashes on the user’s device.",5
"As a developer, I want to present my App in several ways.",2
"As a developer, I want to be able to design my App on my own - though there will be a few rules I have to stand to.",2
"As a developer, I want to have an easy way to define questions the user can ask and perform.",3
"As a developer, I want to have my App to be granted access to several operating system features.",5
"As a developer, I want to have the API components to be on a high level so that I don’t have to deal with their details.",3
"As a developer, I want to have an easy way to read data from health sensors the user is wearing.",5
"As a serious games developer, I want to be able to take control over some functions to provide the desired user experience.",3
"As a developer, I want to provide an easy way to manage the user Settings.",2
"As a developer, I want to have the ALFRED API to reduce the work to achieve my goals.",2
"As a developer, I want to have the ALFRED API to reduce the work to achieve my goals.",2
"As a system administrator, I want to run a script that installs the Neurohub node onto a virgin Ubuntu operating system.",8
"As a system administrator, I want to run a script that tests to see if a Neurohub installation is functioning correctly.",3
"As a release engineer, I want to call a script to execute acceptance tests against a Neurohub installation and report back the results.",5
"As an investigator, I want to view the acceptance test results, so that I can understand how feature-complete the Neurohub node currently is.",1
"As an MRI operator, I want to digitally record the responses that subjects make when completing paper-based forms.",3
"As a user, I want to navigate forwards and backwards between log books and log book pages without having to use my browser's back button.",2
"As a lab administrator, I want to theme the Web interface graphics/colours.",3
"As a systems administrator, I want  to install Neurohub dependencies into an Ubuntu 10.04 LTS machine using the normal Ubuntu package management tools.",5
"As a researcher, I want to create a log book page for an experiment and attach a file to this page.",2
"As a researcher, I want to create a log book page for an experiment and attach a directory that contains multiple files.",3
"As a researcher, I want to upload files prior to having them attached to a log book page.",2
"As a researcher, I want to upload files prior to having them attached to a log book page using the web interface.",2
"As a researcher, I want to upload files prior to having them attached to a log book page using a mapped network drive.",5
"As a researcher, I want to attach currently non-attached files to a log book page.",1
"As a researcher, I want to receive an alert of any unattached files that are in my workspace.",3
"As a researcher, I want to download files attached to an experiment using my Web browser.",1
"As a researcher, I want to access files stored in my Neurohub workspace, using a network drive attached to my workstation.",5
"As a researcher, I want to create a log book page.",1
"As a release engineer, I want to configure nightly builds that automatically perform a Neurohub installation on a virgin operating system, execute tests and report back results, without requiring any manual input/interaction.",13
"As a supervisor, I want to view what my researchers were doing on a given date or period of time.",3
"As a user, I want to upload large files of over 1GB in size.",5
"As a user, I want to assign tags to files that I have uploaded.",2
"As a user, I want to assign bespoke information to a file dependent on its type.",3
"As a user, I want to filter the files I get from search results based on their  type.",3
"As a user, I want to use the tags that I use are part of a controlled vocabulary.",3
"As a user, I want to make uploaded data files to be non-modifiable.",2
"As a user, I want to make predicated links between files.",3
"As a user, I want to restrict what can be entered to a metadata field.",2
"As a user, I want to have files I might accidentally delete to be restorable.",5
"As a user, I want to revert to an older version of an uploaded file.",3
"As a user, I want to have a visual way of viewing particular files uploaded over a time period.",5
"As a user, I want to associate together files involved in a experiment.",2
"As a system administrator, I want to have a managed backup protocol for the system.",8
"As a user, I want to enter metadata / describe an experiment protocol before a file is even created.",3
"As lab administrator, I want to have increased access to the system to support regular users.",2
"As a user, I want to link together experimental runs to build an experiment.",3
"As a lab administrator, I want to create page templates with bespoke metadata fields.",5
"As a user, I want to capture the same metadata for each file created in an experimental run.",3
"As a lab administrator, I want a way of managing worm strain stocks that is integrated with Wormbase.",13
"As a user, I want to search for and download human-readable experimental protocols.",2
"As a user, I want to modify or branch an experimental protocol, whilst retaining the original.",3
"As a user, I want to view how an experimental protocol has evolved over time.",2
"As a user, I want to create a protocol and assign metadata to any stag.",2
"As a user, I want to prove definitively that I created a page on a certain date.",3
"As a user, I want to manage the references / papers I have investigated.",3
"As a user, I want to search specifically for files rather than log book pages.",2
"As a user, I want to limit my search to a particular set of log books.",2
"As a user, I want to limit my search results to one or more log book sections from one or more log books.",3
"As a user, I want to download files directly from the search results page.",1
"As a user, I want to see the provenance of the page as part of the search results.",2
"As a user, I want to attach multiple files at once to a log book page.",2
"As a user, I want to download multiple files from the search results in one go.",2
"As a user, I want to draw tables using HTML tags as part of the content of a log book page.",2
"As a lab member, I want to view events and equipment bookings within the group.",3
"As a user, I want to store worm behaviour videos with an encoding that can be analysed by the worm analysis software written by Christopher James.",8
"As a system administrator, I want to migrate data from an older version of NeuroHub to the current version.",13
"As a user, I want to have the system to also forward important news items to an external mailing list.",3
"As a user, I want to view and update an inventory of of the equipment and consumables that are present in the centre.",5
"As a user, I want to have a spreadsheet hosted within the Neurohub Web page, so that I can edit and calculate costs collaboratively with others while working on the proposal.",8
"As a supervisor, I want to create feedback forms within Neurohub, that my students can fill in and submit, in order to provide me with feedback about the course that they attended.",5
"As a user, I want to have the option to tell Neurohub to push posted content to my Twitter feed at the same time.",5
"As a user, I want to either keep a logbook entry private or share it with individuals rather than groups.",2
"As a user, I want to have the details of the workflow execution to be recorded in a neurohub log book while executing a workflow.",5
"As a user, I want to have that my Twitter Tweets to appear in Neurohub, so that other researchers in the centre can see what I am up to.",5
"As a user, I want to view the group's shared calendars via the Neurohub Nodes' Web page as well as on my mobile device.",3
"As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar.",5
"As a researcher, I want to have the ability to insert Greek symbols into my logbook entries.",2
"As a user, I want to have the ability to move multiple files around and rearrange them using the Neurohub file browser while processing data.",3
"As a researcher, I want to point my Mendeley client at a group-wide shared repository of research papers and get notifications via Mendeley when new content is added.",8
"As a researcher, I want to have electronic support for keeping track of which data sets were used/output/modified as part of a particular experiment.",3
"As a user, I want a mechanism for electronically sharing papers and notes with other researchers, so that we can collaborate effectively.",3
"As a researcher, I want to have services to support the long term curation of data, so that I can be sure that data will not get 'lost' with the passage of time.",5
"As a researcher, I want to have a timeline display of multiple data files and their associated images, so that I can compare the data taken from experiments on particular dates.",8
"As a researcher, I want to have remote access to my data for off-site working , so that I can still work effectively while away from the lab.",2
"As a researcher, I want to share post-experiment write-ups with other researchers, so that others can more easily replicate my work.",2
"As a researcher, I want to collect data as a library of data, which can then be used by one or multiple experiments that are defined at a later stage.",5
"As a researcher, I want to indicate within my electronic log book which experimental data is good/bad, hide the bad data, but still keep it in the system just in case it is useful in the future.",3
"As a researcher, I want to have the system to provide standard metadata, that all researchers in the centre (and beyond) can use, so that we can better understand each others' data.",5
"As a researcher, I want to have physiology images to be annotated with standard meta data, so that my data can later be searched for and understood.",3
"As a researcher, I want to have the ability to attach standard meta data for behavioural observations (and video), so that my data can later be searched for and understood.",3
"As a researcher,  I want to have the ability to attach standard meta data for drug responses, so that my data can later be searched for and understood.",3
"As a researcher, I want to have the ability to search for images of cells using standard meta data.",5
"As a researcher, I want to have at least some meta data to be automatically inserted when new data is added to the system.",3
"As a researcher,  I want to have the ability to attach detailed meta data to the data and entries that I create.",2
"As a researcher, I want to have the ability to select a partially pre-populated template that already contains commonly entered meta data while adding new data to the system, so that I do not waste time repeatedly inserting the same meta data over and over again for each individual file or log book entry.",5
"As a user, I want to be sure that existing metadata corresponding to the file is not lost when moving a file to a new location.",2
"As a researcher, I want to have the ability to form links between objects, for example File A is an analysis of File B, so that data can be searched by type and by association.",3
"As a researcher, I want to have the ability to locate experiment files using meta data, regardless of where those files are located.",3
"As a researcher, I want to have any data that I have written to the VRE to be protected from modification or deletion, so that original data can always be traced back to an experiment and a point in time.",5
"As a user,  I want to have the ability to keep my data private on the system, and only share data that I deem should be shared.",2
"As a researcher,  I want to have the ability to store all the inputs for an experiment so that the provenance of the results can be verified.",2
"As a researcher, I want to have the ability to search for files by file type and format.",2
"As a researcher,  I want to have the ability to bulk upload directories and files with minimal effort.",5
"As a researcher, I want to associate meta data to the group as a whole at some point in time after the bulk upload has completed, so that I have a period of time to reflect on suitable values for the meta data.",2
"As a user,  I want to have the ability to change the sharing and ownership of multiple files.",2
"As a researcher,  I want to have the ability to restrict the data I share to certain researchers or groups of researchers.",2
"As a researcher,  I want to have the ability to locate and access data that colleagues want to share.",1
"As a researcher,  I want to have the ability to interact with a revision control system so that I can keep track of changes to files over time.",5
"As a JuniorResearcher,  I want to have the ability to harvest knowledge from within the group, so that I can learn from more experienced researchers.",2
"As a researcher, I want to secure remote access to the Neurohub node when working away from the laboratory",2
"As a researcher, I want to have a group-level repository for sharing papers/reviews/comments with other researchers.",3
"As a researcher, I want to have the details of the workflow plan as well as the execution history and results recorded in Neurohub while executing a workflow",5
"As an app developer, I want to include the code of a dataset type in my app artifact and create a dataset of that type when deploying the app.",5
"As an app developer, I want to deploy a new version of a dataset type as part of deploying a new version of the app that includes it and I expect that all dataset instances of that type that were created as part of the app deployment start using the new code.",5
"As an app developer, I want to deploy a new version of a dataset type as part of an app artifact, without affecting other datasets of this type.",3
"As an app developer, I want to explore a dataset instance of a type that was deployed as part of an app.",2
"As an app developer, I want to ensure that when I deploy an artifact without creating an app this will not create any dataset types or instances.",2
"As an app developer, I want to share a dataset type across multiple applications that include the dataset type's code in their artifacts.",8
"As an app developer, I want to ensure that when I deploy a new version of an app that includes a shared dataset type that all dataset instances created by this app start using the new code but all dataset instances created by other apps remain unchanged.",8
"As an app developer, I want to ensure that when I deploy a new version of an app that includes an older version of a dataset type deployed by another app and I expect that the dataset instances created by this app use the dataset type code included in this app.",5
"As an app developer, I want to ensure that when I deploy a new version of an app that includes a different version of a dataset type deployed by another app and this app shares a dataset instance of this type with the other app the deployment will fail with a version conflict error.",5
"As an app developer, I want to share a dataset type that I had previously deployed as part of an app.",3
"As a dataset developer, I want to deploy a dataset type independent from any app and allow apps to create and use dataset instances of that type.",5
"As a dataset developer, I want to have the option of forcing applications to have the dataset code injected at runtime.",3
"As a dataset developer, I want to have an archetype that helps me package my dataset type properly.",5
"As a dataset developer, I want to separate the interface from the implementation of a dataset type.",3
"As an app developer, I want to only depend on the interface of a dataset type in my app and have the system inject the implementation at runtime.",5
"As an app developer, I want to write unit tests for an app that depends on the interface of a dataset type.",3
"As a dataset developer, I want to assign explicit versions to the code of a dataset type.",2
"As a dataset developer, I want to deploy a new version of a dataset type without affecting the dataset instances of that type.",3
"As an app developer, I want to create a dataset instance with a specific version of a dataset type.",2
"As a dataset developer, I want to explore a dataset instance created from a dataset type that was deployed by itself.",2
"As a dataset developer, I want to delete outdated versions of a dataset type and I expect this to fail if there are any dataset instances with that version of the type.",3
"As a dataset developer, I want to list all dataset instances that use a dataset type or a specific version of a type.",2
"As a data scientist, I want to be able to create a dataset instance of an existing dataset type without writing code.",3
"As a data scientist, I want to be able to upgrade a dataset instance to a new version of its code.",3
"As a hydrator user, I want to create a pipeline that reads or writes an existing dataset instance.",2
"As a hydrator user, I want to create a pipeline that reads or writes a new dataset instance and I want to create that dataset instance as part of pipeline creation.",3
"As a hydrator user, I want to specify an explicit version of the dataset types of the dataset instances created by my pipeline and I expect pipeline creation to fail if that results in incompatible upgrade of an existing dataset instance that is shared with other apps or pipelines.",5
"As a hydrator user, I want to explore the datasets created by my pipeline.",1
"As a hydrator user, I want to ensure that all dataset instances created by apps are available as sinks and sources for pipelines.",3
"As an app developer, I want to ensure that all dataset instances created by Hydrator pipelines are accessible to the app.",3
"As a plugin developer, I want to include the code for a dataset type in the plugin artifact, so that when a pipeline using this plugin is created a dataset instance of that type is created and it is explorable and available to apps.",8
"As a plugin developer, I want to use a custom dataset type that was deployed independently or as part of an app inside the plugin.",5
"As a plugin developer, I want to upgrade the code of a dataset type used by a dataset instance created by that plugin when I deploy a new version of the plugin and update the pipeline to use that version.",5
"As a pipeline developer, I want to upgrade a dataset instance to a newer version of the code after the pipeline was created.",3
"As a dataset developer, I want to have the option of implementing an upgrade step for when a dataset instance is upgraded to a new version of the dataset type.",5
"As a dataset developer, I want to have a way to reject an upgrade of a dataset instance to a newer version of it type if the upgrade is not compatible.",3
"As a dataset developer, I want to have the option of implementing a migration procedure that can be run after an upgrade of a dataset instance to a new version of it type.",5
"As a developer, I want to take a dataset offline, so that I can perform a long-running maintenance or migration procedure.",2
"As a dataset developer, I want to implement custom administrative operations such as ""compaction"" or ""rebalance"" that are no common to all dataset types.",8
"As an app developer, I want to perform custom administrative operations on dataset instances from my app and the CLI and REST or the UI.",5
"As a user, I want to find out what properties are supported by the dataset type what values are allowed and what the defaults are when creating a dataset instance.",2
"As a user, I want to specify the schema of a dataset in a uniform way across all dataset types.",3
"As a user, I want to specify schema as a JSON string.",2
"As a user, I want to specify schema as a SQL schema string.",2
"As a user, I want to configure time-to-live in a uniform way across all dataset types.",3
"As a user, I want to see the properties that were used to configure a dataset instance.",1
"As a user, I want to find out what properties of a dataset can be updated.",1
"As a user, I want to update the properties of a dataset instance and I expect this to fail if the new properties are not compatible with a meaningful error message.",3
"As a user, I want to update a single property of a dataset instance without knowing all other properties.",2
"As a user, I want to remove a single property of a dataset instance without knowing all other properties.",2
"As a user, I want to trigger a migration process for a dataset if updating its properties requires that.",3
"As a user, I want to ensure that if reconfiguration of a dataset fails then no changes have taken effect, so that all steps required to reconfigure a dataset must be done as a single atomic action.",5
"As an app developer, I want to ensure that application creation fails if any of its datasets cannot be created.",3
"As an app developer, I want to ensure that application redeployment fails if any of its datasets cannot be reconfigured.",3
"As an app developer, I want to tolerate existing datasets if their properties are different but compatible when creating a dataset as part of app deployment.",3
"As a pipeline designer, I want to get a meaningful error message when pipeline creation fails when I use an existing dataset as a sink or source, so that I know that the schema or any other property of the dataset is incompatible with what the pipeline requires.",3
"As a user, I want to specify as part of dataset configuration whether it is explorable.",1
"As a user, I want to specify the explore schema separately.",2
"As a user, I want to ensure that dataset creation fails if the dataset cannot be enabled for explore.",2
"As a user, I want to ensure that dataset reconfiguration fails if the corresponding update of the explore table fails.",2
"As a user, I want to ensure that a dataset operation fails if it fails to make its required changes to explore.",2
"As a user, I want to ensure that an update of explore never leads to silent loss of data or data available for explore.",3
"As a user, I want to enable explore for a dataset that was not configured for explore initially.",2
"As a user, I want to disable explore for a dataset that was configured for explore initially.",2
"As a collection curator, I want to set a date after which data will expire and be deleted or hidden then deleted.",3
"As a collection curator, I want to see the scheduled records deletion date be displayed on the item and component pages.",2
"As a repository manager, I want to track who is financially responsible for each item in the repository, who should probably be a person contact including name, phone, email, maybe title and address.",3
"As a repository manager, I want to be able t run a report periodically showing the storage consumed by each financial contact.",5
"As a collection curator, I want to map an item or items from one collection to another, so that an item may administratively belong to one collection but could appear in other collections.",3
"As a faculty member, I want to add a date delimiter to a search string, so that I can limit a search to return only results from before, after, or between a given date or dates.",3
"As a developer, I want to determine if we can use the in-built Fedora 4 event audit services.",5
"As a DPC, I want events to be created when a publication is published and unpublished, who did it, comment, so that I can record when and why something was made unavailable.",3
"As a repository manager, I want to specify the remote replication policy for each collection.",3
"As a repository manager, I want to elect to either replicate remotely or not and possibly to replicate beyond the primary remote site.",3
"As a collection curator, I want to have the repository queue my collection for replication upon ingest to our remote storage site and to display the remote replication status in each item and component page in the staff interface.",5
"As a collection curator, I want to have a summary of all remote replication status at collection level on my dashboard.",3
"As a collection curator, I want to have my collection be encrypted with a key maintained on that server, a checksum made and stored of the encrypted file, and the encrypted file replicated to our remote storage site.",13
"As a collection curator, I want to lift an embargo for an object in a simple way.",1
"As a repoadmin, I want to have Symplectic Elements bidirectionally communicate and integrate with DDR, which  provide a Fedora Connector and Emory is using a hidden Fedora instance that Hydra collects objects for.",21
"As a collection curator, I want to have items to be made available under the permissions they were configured once the embargo date has been reached.",3
"As a collection curator, I want to create deposit forms specific to the collection.",5
"As a collection curator, I want to allow some collections the option of setting an embargo date at deposit.",2
"As a collection curator, I want to have item metadata to be discoverable while the item is under embargo.",2
"As a collection curator, I want to have the item to be allowed under the access permissions set on the object after the embargo data is reached.",2
"As a repoadmin, I want to have users to be presented with a license or a selection of licenses, specific to the collection, and deposit to be denied if the submitter does not accept the license.",5
"As a repoadmin, I want to have the license be recorded in metadata and displayed alongside the item.",2
"As a DigitalRecords Archivist, I want to have a method to batch ingest ETDs we receive from ProQuest.",8
"As a DigitalRecords Archivist, I want to have the batch ingest tool to recognize and set embargoes, permissions for embargoed items should be allow everyone to view metadata, and collection curator and repository administrators to download the files.",8
"As a DigitalRecords Archivist, I want to have the repository to lift embargoes on the release date and set the access controls to the configuration set on item on that date.",5
"As a visitor, I want to see the embargo status and release date clearly displayed and perhaps highlighted in some way.",1
"As a DigitalRecords Archivist, I want to have a method to add and remove multiple people to deposit groups in specific collections, to set a date that the deposit window closes, and to have these permissions conferred on these depositors should pick up on the collection's default permission.",8
"As a DigitalRecords Archivist, I want to edit the length of embargoes.",1
"As a DigitalRecords Archivist, I want to expose the descriptive record for each ETD item for re-use external to Fedora.",5
"As a DigitalRecords Archivist, I want to grant embargo privileges to other repository administrators.",2
"As a DigitalRecords Archivist, I want to have a method to add and remove individual people from deposit groups.",2
"As a collection curator, I want to have a tool to perform author authority control.",5
"As a collection curator, I want to move items from one collection to another.",2
"As a repoadmin, I want to expose repository contents via OAI-PMH.",5
"Auditing & Reporting.",1
"As a DigitalRecords Archivist, I want to view and download summary embargo metadata for all ETDs in the repository.",3
"As a batch submitter, I want to provide my data and metadata in a simple, documented format to the repository staff for ingest.",2
"As repository manager, I want to view authenticated, active users and anonymous users.",2
"As a repository manager, I want to schedule a message to users to be displayed on each page on the repository between select times for things like notification of upcoming downtime.",3
"As a repository manager, I want to see a display of recent errors deduplicated for easy comprehension like Symplectic Elements provides.",5
"As a repository manager, I want to view a dashboard statistics about collections size including a list of collections, the number of items and components in each, total storage consumed by each collection, visualization of deposit activity.",8
"As a collection curator, I want to see a dashboard widget showing a summary of recent submissions to my collection.",3
"As a repoadmin, I want to continue to provide access to the repository in the event that the server fails.",8
"As a repoadmin, I want to provide the server SLA to data contributors.",1
"As a repoadmin, I want to update the repository index without disrupting access to the public interface.",3
"As a repoadmin, I want to provide a Linked Data interface to the repository.",8
"As a repoadmin, I want to have Symplectic Elements to communicate bidirectionally with the repository.",13
"As a developer, I want to upgrade to Fedora 4 and migrate our applications and data.",21
"As a collection curator, I want to have metadata changes made to items with repository-assigned DOIs to be propagated to the EZID.",5
"As a collection curator, I want to canonically identify authors and creators of my items by unique identifier, so that it's easier to view all of the works by that person together.",5
"As a collection curator, I want to see the referers for visitors who use resolver-abstracted links to reach my items.",3
"As a data contributor, I want to refer to the Disaster Recovery Plan in grant proposals and Data Management Plans.",1
"As a depositor, I want to get feedback post-ingest alerting me if files I submitted do not conform to their format specifications, if they are not valid, or if they are not wellformed.",3
"As a batch submitter, I want to access documentation describing the folder ingest process.",1
"As a depositor, I want to see what kinds of things the repository accepts and what formats are accepted and recommended.",1
"As a depositor, I want to easily find information about which data can be assigned a DOI, how to get one, and what metadata are required.",1
"As a collection curator, I want to create groups of users to manage permissions in the repository in an easy way.",3
"As a collection curator, I want to restrict access to my collection or items to Duke IP addresses.",3
"As a collection curator, I want users to contact me directly from the repository to request access to restricted objects.",2
"As a collection owner, I want to have submitters to my collection to be unable to modify existing items in that collection.",2
"As a superuser, I want to enter and exit the superuser scope.",1
"As a collection curator I want to change permissions on one or more items simultaneously.",2
"As a collection curator, I want to be able to require authentication to access objects unless the request is coming from a whitelisted IP address, list of addresses.",3
"As a repository manager, I want to view available versions of an object and restore a version from the staff interface.",3
"As a collection curator, I want to view the permission on my objects all together.",2
"As a non-Duke researcher, I want to describe my team and mine's objects in the repository after they've been deposited if we've been assigned permission to edit metadata.",2
"As a faculty member, I want to go to my repository dashboard to manage members of my classes, grant submit permissions by pasting in a list of NetIDs, see confirmation that DDR recognizes the NetIDs, ability to manually remove permissions, ability to set begin and end dates for a submission window, and a have a status screen to clearly illustrate who has and hasn't submitted.",8
"As a user, I want the iTunes U view to have a Print button so I can print its contents.",1
"As a user, I want the iTunes U view to have a Find button so I can find text in the view.",1
"As a user, I want the iTunes U view to have a Find Next button to find the next search occurrence.",1
"As a user, I want the iTunes U view to have a Find Previous button to find the previous search occurrence.",1
"As a user, I want the iTunes U view to have a Go to Line button to navigate to a specific line.",1
"As a user, I want the iTunes U view to have a Select All button to select all text.",1
"As a user, I want the iTunes U view to have a Word Wrap option to wrap long lines of text.",1
"As a user, I want the iTunes U view to have a Show Line Numbers option.",1
"As a user, I want the iTunes U view to have a Filter field to filter the courses.",2
"As a user, I want the iTunes U view to have a Group By dropdown to group courses by institution.",2
"As a user, I want the iTunes U view to have a Sort By dropdown to sort courses by name.",2
"As a user, I want the iTunes U view to have a Show All button to show all courses.",1
"As a user, I want the iTunes U view to support different icons for different course types.",2
"As a user, I want the iTunes U view to support clickable links to see course details.",2
"As a user, I want the iTunes U view to be searchable to find text in courses.",2
"As a user, I want the iTunes U view to be copyable to copy text from it.",1
"As a user, I want the iTunes U view to be saveable to save its contents to a file.",1
"As a user, I want the iTunes U view to be printable.",1
"As a user, I want the iTunes U view to be clearable.",1
"As a user, I want the iTunes U view to be dockable to any side of the window.",1
"As a user, I want the iTunes U view to be detachable into a separate window.",1
"As a user, I want the iTunes U view to be resizable.",1
"As a user, I want the iTunes U view to be movable around the window.",1
"As a user, I want the iTunes U view to be closable.",1
"As a user, I want the iBooks view to have a Clear button.",1
"As a user, I want the iBooks view to have a Copy button.",1
"As a user, I want the iBooks view to have a Save As button.",1
"As a user, I want the iBooks view to have a Print button.",1
"As a user, I want the iBooks view to have a Find button.",1
"As a user, I want the iBooks view to have a Find Next button.",1
"As a user, I want the iBooks view to have a Find Previous button.",1
"As a user, I want the iBooks view to have a Go to Line button.",1
"As a user, I want the iBooks view to have a Select All button.",1
"As a user, I want the iBooks view to have a Word Wrap option.",1
"As a user, I want the iBooks view to have a Show Line Numbers option.",1
"As a user, I want the iBooks view to have a Filter field to filter books.",2
"As a user, I want the iBooks view to have a Group By dropdown to group books by author.",2
"As a user, I want the iBooks view to have a Sort By dropdown to sort books by title.",2
"As a user, I want the iBooks view to have a Show All button.",1
"As a user, I want the iBooks view to support different icons for different book types.",2
"As a user, I want the iBooks view to support clickable links to open a book.",2
"As a user, I want the iBooks view to be searchable.",2
"As a user, I want the iBooks view to be copyable.",1
"As a user, I want the iBooks view to be saveable.",1
"As a user, I want the iBooks view to be printable.",1
"As a user, I want the iBooks view to be clearable.",1
"As a user, I want the iBooks view to be dockable.",1
"As a user, I want the iBooks view to be detachable.",1
"As a user, I want the iBooks view to be resizable.",1
"As a user, I want the iBooks view to be movable.",1
"As a user, I want the iBooks view to be closable.",1
"As a user, I want the App Store view to have a Clear button.",1
"As a user, I want the App Store view to have a Copy button.",1
"As a user, I want the App Store view to have a Save As button.",1
"As a user, I want the App Store view to have a Print button.",1
"As a user, I want the App Store view to have a Find button.",1
"As a user, I want the App Store view to have a Find Next button.",1
"As a user, I want the App Store view to have a Find Previous button.",1
"As a user, I want the App Store view to have a Go to Line button.",1
"As a user, I want the App Store view to have a Select All button.",1
"As a user, I want the App Store view to have a Word Wrap option.",1
"As a user, I want the App Store view to have a Show Line Numbers option.",1
"As a user, I want the App Store view to have a Filter field to filter apps.",2
"As a user, I want the App Store view to have a Group By dropdown to group apps by category.",2
"As a user, I want the App Store view to have a Sort By dropdown to sort apps by name.",2
"As a user, I want the App Store view to have a Show All button.",1
"As a user, I want the App Store view to support different icons for different app types.",2
"As a user, I want the App Store view to support clickable links to see app details.",2
"As a user, I want the App Store view to be searchable.",2
"As a user, I want the App Store view to be copyable.",1
"As a user, I want the App Store view to be saveable.",1
"As a user, I want the App Store view to be printable.",1
"As a user, I want the App Store view to be clearable.",1
"As a user, I want the App Store view to be dockable.",1
"As a user, I want the App Store view to be detachable.",1
"As a user, I want the App Store view to be resizable.",1
"As a user, I want the App Store view to be movable.",1
"As a user, I want the App Store view to be closable.",1
"As a user, I want the iTunes Store view to have a Clear button.",1
"As a user, I want the iTunes Store view to have a Copy button.",1
"As a user, I want the iTunes Store view to have a Save As button.",1
"As a user, I want the iTunes Store view to have a Print button.",1
"As a user, I want the iTunes Store view to have a Find button.",1
"As a user, I want the iTunes Store view to have a Find Next button.",1
"As a user, I want the iTunes Store view to have a Find Previous button.",1
"As a user, I want the iTunes Store view to have a Go to Line button.",1
"As a user, I want the iTunes Store view to have a Select All button.",1
"As a user, I want the iTunes Store view to have a Word Wrap option.",1
"As a user, I want the iTunes Store view to have a Show Line Numbers option.",1
"As a user, I want the iTunes Store view to have a Filter field to filter content.",2
"As a user, I want the iTunes Store view to have a Group By dropdown to group content by type.",2
"As a user, I want the iTunes Store view to have a Sort By dropdown to sort content by name.",2
"As a user, I want the iTunes Store view to have a Show All button.",1
"As a user, I want the iTunes Store view to support different icons for different content types.",2
"As a user, I want the iTunes Store view to support clickable links to see content details.",2
"As a user, I want the iTunes Store view to be searchable.",2
"As a user, I want the iTunes Store view to be copyable.",1
"As a user, I want the iTunes Store view to be saveable.",1
"As a user, I want the iTunes Store view to be printable.",1
"As a user, I want the iTunes Store view to be clearable.",1
"As a user, I want the iTunes Store view to be dockable.",1
"As a user, I want the iTunes Store view to be detachable.",1
"As a user, I want the iTunes Store view to be resizable.",1
"As a user, I want the iTunes Store view to be movable.",1
"As a user, I want the iTunes Store view to be closable.",1
"As a user, I want the Safari view to have a Clear button.",1
"As a user, I want the Safari view to have a Copy button.",1
"As a user, I want the Safari view to have a Save As button.",1
"As a user, I want the Safari view to have a Print button.",1
"As a user, I want the Safari view to have a Find button.",1
"As a user, I want the Safari view to have a Find Next button.",1
"As a user, I want the Safari view to have a Find Previous button.",1
"As a user, I want the Safari view to have a Go to Line button.",1
"As a user, I want the Safari view to have a Select All button.",1
"As a user, I want the Safari view to have a Word Wrap option.",1
"As a user, I want the Safari view to have a Show Line Numbers option.",1
"As a user, I want the Safari view to have a Filter field to filter history.",2
"As a user, I want the Safari view to have a Group By dropdown to group history by date.",2
"As a user, I want the Safari view to have a Sort By dropdown to sort history by title.",2
"As a user, I want the Safari view to have a Show All button.",1
"As a user, I want the Safari view to support different icons for different history types.",2
"As a user, I want the Safari view to support clickable links to open a history item.",2
"As a user, I want the Safari view to be searchable.",2
"As a user, I want the Safari view to be copyable.",1
"As a user, I want the Safari view to be saveable.",1
"As a user, I want the Safari view to be printable.",1
"As a user, I want the Safari view to be clearable.",1
"As a user, I want the Safari view to be dockable.",1
"As a user, I want the Safari view to be detachable.",1
"As a user, I want the Safari view to be resizable.",1
"As a user, I want the Safari view to be movable.",1
"As a user, I want the Safari view to be closable.",1
"As a user, I want the Mail view to have a Clear button.",1
"As a user, I want the Mail view to have a Copy button.",1
"As a user, I want the Mail view to have a Save As button.",1
"As a user, I want the Mail view to have a Print button.",1
"As a user, I want the Mail view to have a Find button.",1
"As a user, I want the Mail view to have a Find Next button.",1
"As a user, I want the Mail view to have a Find Previous button.",1
"As a user, I want the Mail view to have a Go to Line button.",1
"As a user, I want the Mail view to have a Select All button.",1
"As a user, I want the Mail view to have a Word Wrap option.",1
